 255 255 255
  25   0  86
   7   0  26
   9   0  29
  10   0  33
  11   0  37
  13   0  40
  14   0  44
  15   0  47
  17   0  51
  18   0  55
  20   0  58
  21   0  62
  22   0  66
  23   0  69
  24   0  73
  24   0  76
  25   0  80
  25   0  84
  26   0  87
  26   0  91
  27   0  95
  27   0  98
  27   0 102
  27   0 105
  28   0 109
  28   0 113
  28   0 116
  28   0 120
  28   0 124
  27   0 127
  27   0 131
  27   0 134
  27   0 138
  26   0 142
  26   0 145
  25   0 149
  25   0 153
  24   0 156
  24   0 160
  23   0 163
  22   0 167
  22   0 171
  21   0 174
  20   0 178
  19   0 182
  18   0 186
  17   0 195
  16   0 199
  15   0 203
  14   0 207
  12   0 212
  11   0 220
  10   0 224
   8   0 228
   7   0 232
   5   0 237
   3   0 245
   3   1 249
   1   1 253
   0   1 255
   0   3 255
   4   9 255
   8  15 255
  12  21 255
  17  27 255
  21  33 255
  25  39 255
  29  44 255
  34  50 255
  38  55 255
  42  61 255
  46  66 255
  51  72 255
  55  77 255
  59  82 255
  63  87 255
  68  93 255
  72  98 255
  76 103 255
  80 108 255
  84 112 255
  89 117 255
  93 122 255
  97 127 255
 101 131 255
 106 136 255
 110 140 255
 114 145 255
 118 149 255
 123 153 255
 127 158 255
 131 162 255
 135 166 255
 140 170 255
 144 174 255
 148 178 255
 152 181 255
 157 185 255
 161 189 255
 165 193 255
 169 196 255
 174 200 255
 178 203 255
 182 207 255
 186 210 255
 191 213 255
 195 216 255
 199 220 255
 203 223 255
 208 226 255
 212 229 255
 216 231 255
 220 234 255
 225 237 255
 229 240 255
 233 242 255
 237 245 255
 242 247 255
 246 250 255
 250 251 255
 255 254 254
 255 252 251
 255 249 247
 255 247 243
 255 244 240
 255 242 236
 255 239 232
 255 236 229
 255 233 225
 255 230 221
 255 227 218
 255 224 214
 255 221 210
 255 218 206
 255 215 203
 255 212 199
 255 209 195
 255 206 192
 255 202 188
 255 199 184
 255 196 181
 255 192 177
 255 189 173
 255 185 170
 255 182 166
 255 178 162
 255 174 158
 255 171 155
 255 167 151
 255 163 147
 255 159 144
 255 155 140
 255 152 136
 255 148 133
 255 144 129
 255 139 125
 255 135 122
 255 131 118
 255 127 114
 255 123 110
 255 118 107
 255 114 103
 255 110  99
 255 105  96
 255 101  92
 255  96  88
 255  91  85
 255  87  81
 255  82  77
 255  77  74
 255  73  70
 255  68  66
 255  63  62
 255  59  78
 255  55  75
 255  51  72
 255  48  69
 255  44  66
 255  40  64
 255  37  61
 255  33  58
 255  29  55
 255  26  53
 255  22  50
 255  18  47
 255  14  44
 255  11  42
 255   7  39
 255   3  36
 255   0  34
 253   0  34
 251   0  34
 249   0  35
 247   0  35
 242   0  35
 240   0  35
 238   0  35
 236   0  35
 233   0  35
 229   0  35
 227   0  36
 224   0  36
 222   0  36
 220   0  36
 215   0  36
 213   0  36
 211   0  36
 207   0  36
 204   0  36
 202   0  36
 199   0  36
 196   0  36
 194   0  36
 191   0  36
 188   0  36
 186   0  35
 183   0  35
 180   0  35
 178   0  35
 175   0  35
 172   0  35
 170   0  35
 167   0  35
 164   0  34
 162   0  34
 159   0  34
 156   0  34
 154   0  34
 151   0  33
 148   0  33
 146   0  33
 143   0  32
 140   0  32
 138   0  32
 135   0  32
 132   0  31
 130   0  31
 127   0  31
 124   0  30
 122   0  30
 119   0  29
 116   0  29
 114   0  29
 111   0  28
 108   0  28
 106   0  27
 103   0  27
 100   0  26
  98   0  26
  95   0  25
  92   0  25
  90   0  24
  87   0  24
  84   0  23
   0   0   0
