   0   0   0
   0   1  15
   0   2  22
   0   3  27
   0   4  31
   0   5  35
   0   6  39
   0   7  42
   0   8  45
   0   9  47
   0  10  50
   0  11  52
   0  12  55
   0  13  57
   0  14  59
   0  15  61
   1  16  63
   1  17  65
   1  18  67
   1  19  69
   1  20  71
   1  21  73
   1  22  74
   2  23  76
   2  24  78
   2  25  79
   2  26  81
   2  27  82
   3  28  84
   3  29  85
   3  30  87
   3  31  88
   4  32  90
   4  33  91
   4  34  93
   4  35  94
   5  36  95
   5  37  97
   5  38  98
   5  39  99
   6  40 100
   6  41 102
   6  42 103
   7  43 104
   7  44 105
   7  45 107
   8  46 108
   8  47 109
   9  48 110
   9  49 111
   9  50 112
  10  51 114
  10  52 115
  11  53 116
  11  54 117
  11  55 118
  12  56 119
  12  57 120
  13  58 121
  13  59 122
  14  60 123
  14  61 124
  15  62 125
  15  63 126
  16  64 127
  16  65 128
  17  66 129
  17  67 130
  18  68 131
  18  69 132
  19  70 133
  19  71 134
  20  72 135
  20  73 136
  21  74 137
  22  75 138
  22  76 139
  23  77 140
  23  78 141
  24  79 141
  25  80 142
  25  81 143
  26  82 144
  27  83 145
  27  84 146
  28  85 147
  29  86 148
  29  87 148
  30  88 149
  31  89 150
  31  90 151
  32  91 152
  33  92 153
  33  93 153
  34  94 154
  35  95 155
  36  96 156
  36  97 157
  37  98 158
  38  99 158
  39 100 159
  40 101 160
  40 102 161
  41 103 162
  42 104 162
  43 105 163
  44 106 164
  44 107 165
  45 108 165
  46 109 166
  47 110 167
  48 111 168
  49 112 168
  50 113 169
  50 114 170
  51 115 171
  52 116 171
  53 117 172
  54 118 173
  55 119 174
  56 120 174
  57 121 175
  58 122 176
  59 123 177
  60 124 177
  61 125 178
  62 126 179
  63 127 179
  64 128 180
  65 129 181
  66 130 182
  67 131 182
  68 132 183
  69 133 184
  70 134 184
  71 135 185
  72 136 186
  73 137 186
  74 138 187
  75 139 188
  76 140 188
  77 141 189
  79 142 190
  80 143 190
  81 144 191
  82 145 192
  83 146 192
  84 147 193
  85 148 194
  87 149 194
  88 150 195
  89 151 196
  90 152 196
  91 153 197
  93 154 198
  94 155 198
  95 156 199
  96 157 200
  97 158 200
  99 159 201
 100 160 201
 101 161 202
 102 162 203
 104 163 203
 105 164 204
 106 165 205
 108 166 205
 109 167 206
 110 168 206
 112 169 207
 113 170 208
 114 171 208
 116 172 209
 117 173 210
 118 174 210
 120 175 211
 121 176 211
 122 177 212
 124 178 213
 125 179 213
 127 180 214
 128 181 214
 129 182 215
 131 183 216
 132 184 216
 134 185 217
 135 186 217
 137 187 218
 138 188 218
 140 189 219
 141 190 220
 143 191 220
 144 192 221
 146 193 221
 147 194 222
 149 195 222
 150 196 223
 152 197 224
 153 198 224
 155 199 225
 156 200 225
 158 201 226
 160 202 226
 161 203 227
 163 204 228
 164 205 228
 166 206 229
 168 207 229
 169 208 230
 171 209 230
 172 210 231
 174 211 231
 176 212 232
 177 213 233
 179 214 233
 181 215 234
 182 216 234
 184 217 235
 186 218 235
 188 219 236
 189 220 236
 191 221 237
 193 222 237
 195 223 238
 196 224 238
 198 225 239
 200 226 240
 202 227 240
 203 228 241
 205 229 241
 207 230 242
 209 231 242
 211 232 243
 212 233 243
 214 234 244
 216 235 244
 218 236 245
 220 237 245
 222 238 246
 224 239 246
 225 240 247
 227 241 247
 229 242 248
 231 243 248
 233 244 249
 235 245 249
 237 246 250
 239 247 250
 241 248 251
 243 249 251
 245 250 252
 247 251 252
 249 252 253
 251 253 253
 253 254 254
 255 255 255
