  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  1	  1	  0
  3	  2	  0
  4	  3	  0
  6	  5	  0
  7	  6	  0
  9	  7	  0
 11	  8	  0
 12	 10	  0
 14	 11	  0
 15	 12	  0
 17	 13	  0
 19	 15	  0
 20	 16	  0
 22	 17	  0
 23	 19	  0
 25	 20	  0
 27	 21	  0
 28	 22	  0
 30	 24	  0
 31	 25	  0
 33	 26	  0
 35	 27	  0
 36	 29	  0
 38	 30	  0
 39	 31	  0
 41	 32	  0
 43	 34	  0
 44	 35	  0
 46	 36	  0
 47	 38	  0
 49	 39	  0
 51	 40	  0
 52	 41	  0
 54	 43	  0
 55	 44	  0
 57	 45	  0
 59	 46	  0
 60	 48	  0
 62	 49	  0
 63	 50	  0
 65	 52	  0
 66	 53	  0
 68	 54	  0
 70	 55	  0
 71	 57	  0
 73	 58	  0
 74	 59	  0
 76	 60	  0
 78	 62	  0
 79	 63	  0
 81	 64	  0
 82	 65	  0
 84	 67	  0
 86	 68	  0
 87	 69	  0
 89	 71	  0
 90	 72	  0
 92	 73	  0
 94	 74	  0
 95	 76	  0
 97	 77	  0
 98	 78	  0
100	 79	  0
102	 81	  0
103	 82	  0
105	 83	  0
106	 85	  0
108	 86	  0
110	 87	  0
111	 88	  0
113	 90	  0
114	 91	  0
116	 92	  0
118	 93	  0
119	 95	  0
121	 96	  0
122	 97	  0
124	 98	  0
125	100	  0
127	101	  0
129	102	  0
130	104	  0
132	105	  0
133	106	  0
135	107	  0
137	109	  0
138	110	  0
140	111	  0
141	112	  0
143	114	  0
145	115	  0
146	116	  0
148	118	  0
149	119	  0
151	120	  0
153	121	  0
154	123	  0
156	124	  0
157	125	  0
159	126	  0
161	128	  0
162	129	  0
164	130	  0
165	131	  0
167	133	  0
169	134	  0
170	135	  0
172	137	  0
173	138	  0
175	139	  0
177	140	  0
178	142	  0
180	143	  0
181	144	  0
183	145	  0
185	147	  0
186	148	  0
188	149	  0
189	151	  0
191	152	  0
192	153	  0
194	154	  0
196	156	  0
197	157	  0
199	158	  0
200	159	  0
202	161	  0
204	162	  0
205	163	  0
207	164	  0
208	166	  0
210	167	  0
212	168	  0
213	170	  0
215	171	  0
216	172	  0
218	173	  0
220	175	  0
221	176	  0
223	177	  0
224	178	  0
226	180	  0
228	181	  0
229	182	  0
231	184	  0
232	185	  0
234	186	  0
236	187	  0
237	189	  0
239	190	  0
240	191	  0
242	192	  0
244	194	  0
245	195	  0
247	196	  0
248	197	  0
250	199	  0
251	200	  0
253	201	  0
255	203	  0
255	204	  6
255	205	 12
255	206	 18
255	208	 23
255	209	 29
255	210	 35
255	211	 41
255	213	 46
255	214	 52
255	215	 58
255	217	 64
255	218	 70
255	219	 75
255	220	 81
255	222	 87
255	223	 93
255	224	 98
255	225	104
255	227	110
255	228	116
255	229	122
255	230	127
255	232	133
255	233	139
255	234	145
255	236	150
255	237	156
255	238	162
255	239	168
255	241	174
255	242	179
255	243	185
255	244	191
255	246	197
255	247	202
255	248	208
255	250	214
255	251	220
255	252	226
255	253	231
255	255	237
255	255	243
255	255	249
255	255	255
