  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  1	  0
  0	  2	  0
  0	  3	  0
  0	  4	  0
  0	  6	  0
  0	  7	  0
  0	  8	  0
  0	  9	  0
  0	 11	  0
  0	 12	  0
  0	 13	  0
  0	 14	  0
  0	 16	  0
  0	 17	  0
  0	 18	  0
  0	 20	  0
  0	 21	  0
  0	 22	  0
  0	 23	  0
  0	 25	  0
  0	 26	  0
  0	 27	  0
  0	 28	  0
  0	 30	  0
  0	 31	  0
  0	 32	  0
  0	 33	  0
  0	 35	  0
  0	 36	  0
  0	 37	  0
  0	 38	  0
  0	 40	  0
  0	 41	  0
  0	 42	  0
  0	 43	  0
  0	 45	  0
  0	 46	  0
  0	 47	  0
  0	 48	  0
  0	 50	  0
  0	 51	  0
  0	 52	  0
  0	 53	  0
  0	 55	  0
  0	 56	  0
  0	 57	  0
  0	 58	  0
  0	 60	  0
  0	 61	  0
  0	 62	  0
  0	 63	  0
  0	 65	  0
  0	 66	  0
  0	 67	  0
  0	 68	  0
  0	 70	  0
  0	 71	  0
  0	 72	  0
  0	 73	  0
  0	 75	  0
  0	 76	  0
  0	 77	  0
  0	 78	  0
  0	 80	  0
  0	 81	  0
  0	 82	  0
  0	 83	  0
  0	 85	  0
  0	 86	  0
  0	 87	  0
  0	 88	  0
  0	 89	  0
  0	 91	  0
  0	 92	  0
  0	 93	  0
  0	 94	  0
  0	 96	  0
  0	 97	  0
  1	 98	  0
  3	100	  0
  6	101	  0
  8	102	  0
 10	103	  0
 12	105	  0
 14	106	  0
 16	107	  0
 18	108	  0
 20	110	  0
 22	111	  0
 24	112	  0
 26	113	  0
 28	115	  0
 30	116	  0
 32	117	  0
 34	118	  0
 36	120	  0
 38	121	  0
 40	122	  0
 42	123	  0
 44	125	  0
 46	126	  0
 48	127	  0
 50	128	  0
 52	130	  0
 54	131	  0
 56	132	  0
 58	133	  0
 60	135	  0
 62	136	  0
 64	137	  0
 66	138	  0
 68	140	  0
 70	141	  0
 72	142	  0
 74	143	  0
 76	145	  0
 78	146	  0
 80	147	  0
 82	148	  0
 84	150	  0
 86	151	  0
 89	152	  0
 91	153	  0
 93	155	  0
 95	156	  0
 97	157	  0
 99	158	  0
101	160	  0
103	161	  0
105	162	  0
107	163	  0
109	165	  0
111	166	  0
113	167	  0
115	168	  0
117	170	  0
119	171	  0
121	172	  0
123	173	  0
125	175	  0
127	176	  0
129	177	  0
131	178	  0
133	180	  0
135	181	  0
137	182	  3
139	183	  8
141	185	 12
143	186	 16
145	187	 21
147	188	 25
149	190	 29
151	191	 34
153	192	 38
155	193	 42
157	195	 47
159	196	 51
161	197	 55
163	198	 60
165	200	 64
167	201	 68
169	202	 73
172	203	 77
174	205	 81
176	206	 86
178	207	 90
180	208	 94
182	210	 99
184	211	103
186	212	107
188	213	112
190	215	116
192	216	120
194	217	125
196	218	129
198	220	133
200	221	138
202	222	142
204	223	146
206	225	151
208	226	155
210	227	159
212	228	164
214	230	168
216	231	172
218	232	177
220	233	181
222	235	185
224	236	190
226	237	194
228	238	198
230	240	203
232	241	207
234	242	211
236	243	216
238	245	220
240	246	224
242	247	229
244	248	233
246	250	237
248	251	242
250	252	246
252	253	250
255	255	255
