 255 255 255
  12  64 102
  23  73 110
  34  82 116
  45  90 123
  55  98 129
  64 105 135
  74 113 141
  82 120 147
  91 126 152
  99 133 157
 107 139 162
 114 145 167
 122 150 171
 128 156 176
 135 161 180
 141 166 184
 147 171 187
 153 175 191
 159 179 194
 164 183 198
 169 187 201
 174 191 204
 178 195 207
 182 198 209
 187 201 212
 190 204 215
 194 207 217
 198 210 219
 201 213 221
 201 213 221
 202 213 222
 203 214 222
 203 214 222
 204 215 223
 204 215 223
 205 216 223
 205 216 224
 206 216 224
 206 217 225
 207 217 225
 208 218 225
 208 218 226
 209 219 226
 209 219 226
 210 219 227
 210 220 227
 211 220 227
 211 221 228
 212 221 228
 212 222 228
 213 222 229
 214 223 229
 214 223 229
 215 223 230
 215 224 230
 216 224 230
 216 225 231
 217 225 231
 217 226 231
 218 226 232
 219 226 232
 219 227 232
 220 227 233
 220 228 233
 221 228 234
 221 229 234
 222 229 234
 222 229 235
 223 230 235
 224 230 235
 224 231 236
 225 231 236
 225 232 236
 226 232 237
 226 232 237
 227 233 237
 227 233 238
 228 234 238
 228 234 238
 229 235 239
 230 235 239
 230 236 239
 231 236 240
 231 236 240
 232 237 240
 232 237 241
 233 238 241
 233 238 241
 234 239 242
 235 239 242
 235 239 243
 236 240 243
 236 240 243
 237 241 244
 237 241 244
 238 242 244
 238 242 245
 239 242 245
 240 243 245
 240 243 246
 241 244 246
 241 244 246
 242 245 247
 242 245 247
 243 245 247
 243 246 248
 244 246 248
 245 247 248
 245 247 249
 246 248 249
 246 248 249
 247 249 250
 247 249 250
 248 249 250
 248 250 251
 249 250 251
 249 251 252
 250 251 252
 251 252 252
 251 252 253
 252 252 253
 252 253 253
 253 253 254
 253 254 254
 254 254 254
 254 255 255
 255 255 255
 255 254 255
 254 254 254
 254 253 254
 254 253 253
 253 252 253
 253 252 252
 253 251 252
 252 251 252
 252 250 251
 252 249 251
 251 249 250
 251 248 250
 250 248 249
 250 247 249
 250 247 249
 249 246 248
 249 246 248
 249 245 247
 248 245 247
 248 244 246
 248 243 246
 247 243 245
 247 242 245
 247 242 245
 246 241 244
 246 241 244
 246 240 243
 245 240 243
 245 239 242
 245 238 242
 244 238 242
 244 237 241
 244 237 241
 243 236 240
 243 236 240
 243 235 239
 242 235 239
 242 234 239
 241 233 238
 241 233 238
 241 232 237
 240 232 237
 240 231 236
 240 231 236
 239 230 236
 239 230 235
 239 229 235
 238 228 234
 238 228 234
 238 227 233
 237 227 233
 237 226 232
 237 226 232
 236 225 232
 236 225 231
 236 224 231
 235 224 230
 235 223 230
 235 222 229
 234 222 229
 234 221 229
 234 221 228
 233 220 228
 233 220 227
 232 219 227
 232 219 226
 232 218 226
 231 217 226
 231 217 225
 231 216 225
 230 216 224
 230 215 224
 230 215 223
 229 214 223
 229 214 223
 229 213 222
 228 212 222
 228 212 221
 228 211 221
 227 211 220
 227 210 220
 227 210 219
 226 209 219
 226 209 219
 226 208 218
 225 208 218
 225 207 217
 225 206 217
 224 206 216
 224 205 216
 223 205 216
 223 204 215
 223 204 215
 222 203 214
 222 203 214
 222 202 213
 221 201 213
 221 201 213
 219 198 210
 217 194 207
 215 190 204
 212 187 201
 209 182 198
 207 178 195
 204 174 191
 201 169 187
 198 164 183
 194 159 179
 191 153 175
 187 147 171
 184 141 166
 180 135 161
 176 128 156
 171 122 150
 167 114 145
 162 107 139
 157  99 133
 152  91 126
 147  82 120
 141  74 113
 135  64 105
 129  55  98
 123  45  90
 116  34  82
 110  23  73
 102  12  64
  95   0  55
   0   0   0
