  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  0
  0	  0	  1
  0	  0	  3
  0	  0	  5
  0	  0	  6
  0	  0	  8
  0	  0	 10
  0	  0	 11
  0	  0	 13
  0	  0	 15
  0	  0	 17
  0	  0	 18
  0	  0	 20
  0	  0	 22
  0	  0	 23
  0	  0	 25
  0	  0	 27
  0	  0	 28
  0	  0	 30
  0	  0	 32
  0	  0	 34
  0	  0	 35
  0	  0	 37
  0	  0	 39
  0	  0	 40
  0	  0	 42
  0	  0	 44
  0	  0	 45
  0	  0	 47
  0	  0	 49
  0	  0	 51
  0	  0	 52
  0	  0	 54
  0	  0	 56
  0	  0	 57
  0	  0	 59
  0	  0	 61
  0	  0	 62
  0	  0	 64
  0	  0	 66
  0	  0	 68
  0	  0	 69
  0	  0	 71
  0	  0	 73
  0	  0	 74
  0	  0	 76
  0	  0	 78
  0	  0	 79
  0	  0	 81
  0	  0	 83
  0	  0	 85
  0	  0	 86
  0	  0	 88
  0	  0	 90
  0	  0	 91
  0	  0	 93
  0	  0	 95
  0	  0	 96
  0	  0	 98
  0	  0	100
  0	  0	102
  0	  0	103
  0	  0	105
  0	  0	107
  0	  0	108
  0	  0	110
  0	  0	112
  0	  0	113
  0	  0	115
  0	  0	117
  0	  0	119
  0	  0	120
  0	  0	122
  0	  0	124
  0	  0	125
  0	  0	127
  0	  0	129
  0	  1	130
  0	  3	132
  0	  5	134
  0	  7	136
  0	  9	137
  0	 11	139
  0	 13	141
  0	 15	142
  0	 17	144
  0	 19	146
  0	 21	147
  0	 23	149
  0	 25	151
  0	 27	153
  0	 29	154
  0	 31	156
  0	 33	158
  0	 35	159
  0	 37	161
  0	 39	163
  0	 41	164
  0	 43	166
  0	 45	168
  0	 47	170
  0	 49	171
  0	 51	173
  0	 53	175
  0	 55	176
  0	 57	178
  0	 59	180
  0	 61	181
  0	 63	183
  0	 65	185
  0	 67	187
  0	 69	188
  0	 71	190
  0	 73	192
  0	 75	193
  0	 77	195
  0	 79	197
  0	 81	198
  0	 83	200
  0	 85	202
  0	 87	204
  0	 89	205
  0	 91	207
  0	 93	209
  0	 95	210
  0	 97	212
  0	 99	214
  0	101	215
  0	103	217
  0	105	219
  0	107	221
  0	109	222
  0	111	224
  0	113	226
  0	115	227
  0	117	229
  0	119	231
  0	121	232
  0	123	234
  0	125	236
  0	127	238
  0	129	239
  0	131	241
  0	133	243
  0	135	244
  0	137	246
  0	139	248
  0	141	250
  0	143	251
  0	145	253
  0	147	255
  0	149	255
  0	151	255
  0	153	255
  2	155	255
  7	157	255
 12	159	255
 17	161	255
 22	163	255
 27	165	255
 32	167	255
 37	169	255
 42	171	255
 47	173	255
 52	175	255
 58	177	255
 63	179	255
 68	181	255
 73	183	255
 78	185	255
 83	187	255
 88	189	255
 93	191	255
 98	193	255
103	195	255
108	197	255
113	199	255
118	201	255
123	203	255
128	205	255
133	207	255
138	209	255
143	211	255
148	213	255
153	215	255
159	217	255
164	219	255
169	221	255
174	223	255
179	225	255
184	227	255
189	229	255
194	231	255
199	233	255
204	235	255
209	237	255
214	239	255
219	241	255
224	243	255
229	245	255
234	247	255
239	249	255
244	251	255
249	253	255
255	255	255
